51.293,41.042,56.935,62.414,45.13,29.418,42.139,56.583,57.575,47.339,57.427,89.819,72.908,68.688,85.317,115.905
62.89,45.404,78.833,59.435,43.6,30.914,48.368,45.672,75.963,48.118,84.682,72.894,51.871,36.182,65.305,63.478
31.668,41.791,51.064,49.554,35.173,39.802,53.915,66.01,55.317,43.693,72.786,56.939,52.326,56.671,88.84,84.901
68.171,28.325,77.368,72.937,30.763,15.229,34.125,33.387,71.643,24.581,75.244,73.161,76.003,29.853,75.08,69.711
27.018,34.628,49.14,44.132,37.442,38.907,60.822,59.453,48.156,50.463,85.52,83.382,33.692,49.106,96.403,82.187
40.131,32.673,72.882,55.749,41.74,24.052,53.874,43.948,71.056,62.264,118.985,94.528,57.265,48.106,85.042,61.058
38.11,28.125,54.941,40.307,30.488,17.875,43.674,44.735,58.962,41.15,87.454,66.957,39.43,39.583,93.546,80.504
43.623,52.241,33.606,63.065,44.356,52.511,41.489,75.81,38.49,44.232,28.214,51.215,64.612,78.666,56.771,94.969
83.455,36.524,88.344,49.55,49.022,17.265,41.176,36.005,86.562,37.242,75.19,56.849,62.412,37.408,75.382,81.226
30.032,31.824,33.428,58.444,27.112,30.064,15.813,57.318,40.729,33.182,43.359,51.969,61.601,62.86,57.043,129.612
91.331,31.663,60.957,84.413,43.2,17.966,24.959,36.526,49.798,20.829,41.172,55.476,76.429,25.246,62.142,83.735
65.462,61.521,60.064,67.539,72.28,70.578,54.513,72.095,58.642,57.253,41.326,56.783,69.996,74.689,59.757,62.302
63.557,37.808,44.964,77.153,37.477,21.135,27.659,56.677,40.746,31.11,30.471,66.892,76.472,56.207,58.772,136.771
85.729,40.242,61.79,66.373,48.06,21.438,26.404,50.294,56.177,28.335,33.495,43.741,81.176,40.194,59.266,87.998
49.562,46.202,59.252,68.557,49.111,34.982,42.986,61.051,53.509,52.145,51.134,68.42,55.609,53.746,64.793,69.392
37.349,29.742,63.655,51.562,33.35,19.033,36.932,42.258,54.525,42.786,70.176,67.242,56.76,36.999,73.263,65.341
85.718,48.152,71.459,87.85,53.603,28.889,34.197,52.194,69.086,45.08,49.229,67.246,67.647,60.884,66.914,100.071
40.42,24.489,48.902,70.274,21.438,11.779,14.225,35.189,51.935,30.589,70.88,60.153,58.569,28.483,83.268,113.801
24.365,52.794,48.389,30.449,61.232,129.353,99.901,74.376,38.286,98.624,84.685,43.218,31.616,74.409,61.815,34.709
34.862,39.021,70.404,43.315,46.834,56.613,57.173,67.224,56.892,49.045,97.381,67.773,44.973,55.494,84.684,75.082
106.485,49.937,81.353,58.567,60.122,26.67,39.6,38.375,81.006,36.917,51.67,42.832,64.202,32.36,53.041,32.442
139.985,50.977,56.64,81.772,68.148,23.149,17.321,39.136,51.721,25.76,23.399,36.342,95.973,35.266,34.827,50.294
95.465,87.602,40.866,49.157,97.794,77.341,31.663,48.327,38.577,40.668,34.266,35.105,52.344,45.631,28.125,27.781
23.724,36.028,32.949,53.723,33.495,50.262,25.958,63.65,38.015,29.63,61.583,75.7,52.236,61.183,85.841,98.445
42.049,48.43,69.949,46.855,39.062,79.848,48.44,85.381,74.405,69.312,103.373,75.069,53.132,79.852,68.659,70.723
88.709,70.549,73.588,61.093,69.853,79.557,48.69,78.678,55.854,61.519,48.988,53.179,76.111,62.786,51.955,65.141
33.952,50.854,62.551,50.625,51.466,74.662,71.924,81.341,50.737,76.099,72.401,79.653,60.309,74.852,68.297,86.526
30.584,29.998,56.759,70.898,31.137,29.531,31.119,63.992,60.57,39.473,115.945,114.82,71.131,68.189,106.495,150.479
19.37,25.821,68.213,36.392,27.761,57.26,75.599,74.51,51.03,81.334,144.332,102.625,30.369,78.117,103.06,78.747
67.014,54.565,71.896,45.927,53.649,38.266,61.219,49.961,71.258,50.137,66.934,58.76,46.792,48.943,54.943,48.476
41.514,36.264,69.016,58.726,37.579,39.618,55.346,59.822,71.327,59.916,97.42,84.849,49.538,55.994,96.718,74.573
48.531,64.317,63.704,45.04,57.043,85.197,73.172,65.734,64.483,72.171,64.441,55.215,45.434,69.811,56.574,40.774
47.449,41.209,48.614,46.867,40.523,55.613,52.717,70.115,41.253,63.438,50.136,62.87,61.929,70.289,67.491,84.807
20.401,47.208,53.061,19.523,51.177,104.694,107.77,56.605,54.331,121.945,138.311,78.267,29.274,56.659,77.532,37.781
45.736,61.625,64.958,48.66,52.4,71.398,61.71,59.24,65.6,55.698,77.933,62.849,58.023,65.946,64.125,55.737
36.27,55.85,68.822,18.229,58.286,161.549,126.651,58.376,77.703,117.069,122.798,39.904,20.081,54.626,41.802,13.106
130.239,67.871,64.101,104.75,63.672,31.76,33.1,55.111,81.471,39.478,41.554,70.039,109.932,60.694,81.913,101.754
86.011,59.18,74.172,90.185,52.418,27.738,47.262,59.714,70.542,43.106,57.282,75.799,83.383,58.959,77.546,107.824
32.339,23.679,48.437,30.922,34.357,42.486,32.495,45.577,48.716,45.981,102.899,46.093,39.708,37.654,63.865,47.734
63.432,71.727,73.648,59.656,71.594,80.054,75.328,65.172,65.084,63.923,72.001,52.866,67.12,55.522,61.976,55.436
2.611,28.582,21.261,7.261,33.478,241.801,142.505,76.924,19.78,102.027,128.728,43.117,9.548,76.285,48.432,22.46
37.417,44.786,55.698,50.012,44.155,71.281,60.195,82.213,49.937,64.382,76.976,75.611,37.796,87.625,63.303,86.834
50.658,56.764,54.028,48.507,62.258,60.502,48.016,57.223,61.976,57.444,80.836,62.21,50.8,52.369,59.26,42.469
107.555,72.67,80.575,64.423,65.431,39.442,50.061,52.378,79.657,46.809,55.848,49.453,63.733,42.958,61.353,55.874
70.319,50.415,91.062,40.862,54.654,83.377,56.997,60.414,84.836,52.475,87.135,47.328,36.818,72.909,36.626,61.993
28.796,50.487,50.593,26.961,51.715,126.026,113.237,87.5,57.006,100.246,84.796,58.214,27.904,84.415,69.415,53.809
25.644,26.653,55.182,6.845,49.803,101.202,51.794,30.628,37.905,36.142,76.15,11.49,13.835,30.219,14.692,5.558
52.53,39.689,44.835,52.811,50.684,45.81,38.438,52.122,53.613,51.607,54.814,47.299,50.438,47.263,53.749,53.559
46.179,64.912,74.129,27.649,67.353,90.669,101.096,52.199,63.98,108.434,107.737,44.67,21.54,46.112,53.752,26.101
